N-Apache,N-LLVM,N-X264,N-BDBC,N-BDBJ,N-SQL,2N-Apache,2N-LLVM,2N-X264,2N-BDBC,2N-BDBJ,2N-SQL,3N-Apache,3N-LLVM,3N-X264,3N-BDBC,3N-BDBJ,3N-SQL,I2-Apache,I2-LLVM,I2-X264,I2-BDBC,I2-BDBJ,I2-SQL
,,,0.1252,,,,,,0.4129,,,,,,2.5159,,,,,,0.0013,,
,,,0.1005,,,,,,2.1454,,,,,,0.0053,,,,,,0.0018,,
,,,0.0035,,,,,,0.7951,,,,,,1.0878,,,,,,0.0326,,
,,,0.1323,,,,,,0.2361,,,,,,0.3378,,,,,,0.0108,,
,,,0.6543,,,,,,0.0314,,,,,,0.3368,,,,,,0.0131,,
,,,0.1018,,,,,,0.0775,,,,,,0.0075,,,,,,0.0768,,
,,,1.2831,,,,,,0.0303,,,,,,0.5885,,,,,,0.0192,,
,,,0.1148,,,,,,0.4144,,,,,,0.0242,,,,,,0.4843,,
,,,0.277,,,,,,0.4013,,,,,,0.0255,,,,,,0.0036,,
,,,0.3878,,,,,,0.0955,,,,,,0.023,,,,,,0.0718,,
,,,0.1466,,,,,,0.5179,,,,,,0.0892,,,,,,0.0109,,
,,,0.1213,,,,,,0.1903,,,,,,0.3616,,,,,,0.016,,
,,,0.5527,,,,,,0.8306,,,,,,2.6225,,,,,,0.0074,,
,,,0.3924,,,,,,1.1557,,,,,,0.0401,,,,,,0.0087,,
,,,1.2167,,,,,,0.0307,,,,,,1.2817,,,,,,0.0065,,
,,,1.4764,,,,,,3.54,,,,,,0.349,,,,,,0.4702,,
,,,0.003,,,,,,0.8355,,,,,,0.0139,,,,,,0.017,,
,,,5.9232,,,,,,1.1198,,,,,,0.0231,,,,,,0.0546,,
,,,0.3986,,,,,,0.4134,,,,,,0.5754,,,,,,0.0027,,
,,,0.2789,,,,,,0.0115,,,,,,0.0046,,,,,,0.0008,,
,,,0.1136,,,,,,0.8297,,,,,,0.3687,,,,,,0.0185,,
,,,0.3227,,,,,,10.1506,,,,,,0.258,,,,,,0.0011,,
,,,0.1456,,,,,,0.3927,,,,,,0.0893,,,,,,0.0016,,
,,,0.0447,,,,,,0.4121,,,,,,0.5739,,,,,,0.0085,,
,,,1.4631,,,,,,0.1162,,,,,,0.198,,,,,,0.0046,,
,,,0.0369,,,,,,0.1623,,,,,,0.0035,,,,,,0.0406,,
,,,0.3734,,,,,,0.0309,,,,,,0.003,,,,,,0.0587,,
,,,0.7286,,,,,,0.3125,,,,,,0.0235,,,,,,0.004,,
,,,1.5357,,,,,,0.2177,,,,,,0.7092,,,,,,0.0004,,
,,,3.4477,,,,,,0.1521,,,,,,0.2602,,,,,,0.0007,,
,,,0.3248,,,,,,0.9729,,,,,,1.1282,,,,,,0.0503,,
,,,3.362,,,,,,0.1872,,,,,,0.3652,,,,,,0.0105,,
,,,0.4034,,,,,,0.3822,,,,,,0.1886,,,,,,0.0404,,
,,,1.2129,,,,,,0.0294,,,,,,0.3367,,,,,,0.2944,,
,,,5.9202,,,,,,0.6362,,,,,,1.0976,,,,,,0.0076,,
,,,0.2979,,,,,,0.0964,,,,,,0.3855,,,,,,0.0016,,
,,,1.0888,,,,,,0.3818,,,,,,0.2869,,,,,,0.0035,,
,,,0.8116,,,,,,0.7935,,,,,,1.1181,,,,,,0.0018,,
,,,0.4182,,,,,,0.382,,,,,,0.1572,,,,,,0.0189,,
,,,0.3798,,,,,,0.0969,,,,,,0.0367,,,,,,0.0022,,
,,,0.0027,,,,,,0.9495,,,,,,1.1161,,,,,,0.002,,
,,,1.522,,,,,,2.1902,,,,,,0.0014,,,,,,0.0513,,
,,,0.0024,,,,,,0.1688,,,,,,0.3378,,,,,,0.0008,,
,,,0.2766,,,,,,0.3912,,,,,,0.3874,,,,,,0.0129,,
,,,1.0301,,,,,,1.8735,,,,,,0.0105,,,,,,0.0019,,
,,,0.0041,,,,,,0.6423,,,,,,0.0909,,,,,,0.3067,,
,,,0.6289,,,,,,1.2039,,,,,,0.6982,,,,,,0,,
,,,0.3213,,,,,,0.1121,,,,,,0.0055,,,,,,0.0162,,
,,,6.1121,,,,,,0.9782,,,,,,0.0868,,,,,,0.0197,,
,,,0.278,,,,,,0.0735,,,,,,0.2898,,,,,,0.4045,,
,,,1.2883,,,,,,0.4013,,,,,,0.703,,,,,,0.0307,,
,,,0.7672,,,,,,0.0232,,,,,,0.003,,,,,,0.0082,,
,,,0.3228,,,,,,0.4504,,,,,,1.1131,,,,,,0.0076,,
,,,5.9771,,,,,,0.024,,,,,,0.0373,,,,,,0.0249,,
,,,0.0018,,,,,,0.6825,,,,,,0.0136,,,,,,0.0107,,
,,,1.2165,,,,,,0.3848,,,,,,0.2607,,,,,,0.0173,,
,,,1.4346,,,,,,0.0753,,,,,,0.0052,,,,,,0.0256,,
,,,0.1436,,,,,,0.0331,,,,,,1.0868,,,,,,0.0085,,
,,,0.35,,,,,,0.3123,,,,,,0.0111,,,,,,0.0105,,
,,,0.2837,,,,,,0.645,,,,,,0.7402,,,,,,0.0099,,
,,,0.3461,,,,,,0.7845,,,,,,0.5836,,,,,,0.1122,,
,,,3.4217,,,,,,0.4036,,,,,,0.3066,,,,,,0.0069,,
,,,1.0441,,,,,,0.0957,,,,,,0.0251,,,,,,0.385,,
,,,0.2941,,,,,,0.8353,,,,,,1.1975,,,,,,0.004,,
,,,0.7255,,,,,,0.8355,,,,,,0.0944,,,,,,0.0134,,
,,,0.6418,,,,,,0.0284,,,,,,0.024,,,,,,0.0645,,
,,,2.5102,,,,,,0.1859,,,,,,0.2606,,,,,,0.0249,,
,,,5.9683,,,,,,0.8296,,,,,,0.3376,,,,,,0.0295,,
,,,3.3902,,,,,,0.3088,,,,,,0.1882,,,,,,0.0562,,
,,,1.5303,,,,,,0.0353,,,,,,0.0724,,,,,,0.0374,,
,,,1.468,,,,,,0.0327,,,,,,0.2427,,,,,,0.008,,
,,,0.9743,,,,,,2.2689,,,,,,0.791,,,,,,0.013,,
,,,0.3427,,,,,,0.0364,,,,,,0.3336,,,,,,0.0006,,
,,,1.4703,,,,,,10.3127,,,,,,0.2639,,,,,,0.0008,,
,,,6.0741,,,,,,1.5408,,,,,,0.0041,,,,,,0.0004,,
,,,0.6371,,,,,,3.2766,,,,,,0.0224,,,,,,0.1371,,
,,,3.5122,,,,,,0.974,,,,,,0.2603,,,,,,0.3965,,
,,,3.4411,,,,,,10.3981,,,,,,0.0822,,,,,,0.0193,,
,,,0.2921,,,,,,0.4026,,,,,,2.5544,,,,,,0.0007,,
,,,0.5908,,,,,,0.4026,,,,,,2.5684,,,,,,0.0034,,
,,,0.0039,,,,,,6.2698,,,,,,0.0667,,,,,,0.0001,,
,,,0.3857,,,,,,0.0959,,,,,,0.2593,,,,,,0.2146,,
,,,3.5034,,,,,,0.1083,,,,,,1.1192,,,,,,0.034,,
,,,0.0019,,,,,,0.5245,,,,,,0.0266,,,,,,0.0031,,
,,,0.3242,,,,,,0.2033,,,,,,0.3655,,,,,,0.0151,,
,,,0.4125,,,,,,2.3084,,,,,,1.1172,,,,,,0.0203,,
,,,1.4406,,,,,,0.4135,,,,,,0.0266,,,,,,0.0175,,
,,,0.5231,,,,,,2.1053,,,,,,0.0831,,,,,,0.2792,,
,,,0.0002,,,,,,0.9703,,,,,,0.0246,,,,,,0.0376,,
,,,0.0025,,,,,,0.6446,,,,,,0.154,,,,,,0.0112,,
,,,0.3918,,,,,,0.8356,,,,,,0.2478,,,,,,0.0031,,
,,,0.0021,,,,,,0.1119,,,,,,0.0227,,,,,,0.0192,,
,,,0.322,,,,,,0.1969,,,,,,0.0402,,,,,,0.0021,,
,,,5.9455,,,,,,6.1843,,,,,,0.7514,,,,,,0.0144,,
,,,0.2787,,,,,,0.0292,,,,,,0.0241,,,,,,0.008,,
,,,1.613,,,,,,0.033,,,,,,0.3671,,,,,,0.0061,,
,,,0.0045,,,,,,10.1587,,,,,,0.3386,,,,,,0.0082,,
,,,0.3445,,,,,,0.0313,,,,,,0.3656,,,,,,0.0187,,
,,,0.2744,,,,,,0.6441,,,,,,0.2898,,,,,,0.0037,,
,,,0.345,,,,,,1.1701,,,,,,0.3596,,,,,,0.0037,,
,,,0.3229,,,,,,0.8357,,,,,,0.831,,,,,,0.0072,,
,,,0.3212,,,,,,1.1691,,,,,,0.5774,,,,,,0.016,,
,,,0.1541,,,,,,10.4025,,,,,,0.024,,,,,,0.0016,,
,,,1.555,,,,,,0.0917,,,,,,0.0243,,,,,,0.0001,,
,,,0.0755,,,,,,0.4651,,,,,,0.0254,,,,,,0.0082,,
,,,2.294,,,,,,0.0286,,,,,,0.0798,,,,,,0.0004,,
,,,0.5885,,,,,,0.4762,,,,,,0.3949,,,,,,0.0107,,
,,,0.3204,,,,,,0.005,,,,,,0.0241,,,,,,0.0082,,
,,,0.3485,,,,,,0.2149,,,,,,0.22,,,,,,0.0174,,
,,,1.2134,,,,,,0.4006,,,,,,0.3191,,,,,,0.0153,,
,,,0.2754,,,,,,0.094,,,,,,0.01,,,,,,0.0294,,
,,,1.5934,,,,,,0.1688,,,,,,0.0081,,,,,,0.0582,,
,,,0.2046,,,,,,0.1119,,,,,,2.5095,,,,,,0.0374,,
,,,0.5132,,,,,,0.4027,,,,,,0.0388,,,,,,0.4922,,
,,,0.3264,,,,,,2.0907,,,,,,0.0053,,,,,,0.3958,,
,,,0.3208,,,,,,0.6459,,,,,,0.0103,,,,,,0.0193,,
,,,0.001,,,,,,0.194,,,,,,0.6901,,,,,,0.1507,,
,,,0.3485,,,,,,1.8836,,,,,,0.024,,,,,,0.0029,,
,,,0.278,,,,,,1.83,,,,,,1.3094,,,,,,0.0011,,
,,,0.3218,,,,,,0.83,,,,,,1.1358,,,,,,0.0553,,
,,,0.1589,,,,,,10.5171,,,,,,0.1351,,,,,,0.0025,,
,,,1.48,,,,,,2.0881,,,,,,0.0724,,,,,,0.0078,,
,,,0.1443,,,,,,0.6485,,,,,,0.0034,,,,,,0.0066,,
,,,0.1527,,,,,,0.0184,,,,,,0.1511,,,,,,0.0031,,
,,,1.3026,,,,,,0.3121,,,,,,0.0062,,,,,,0.0017,,
,,,0.2763,,,,,,2.1612,,,,,,0.0262,,,,,,0.0326,,
,,,6.0821,,,,,,6.0843,,,,,,1.4709,,,,,,0.0136,,
,,,1.2062,,,,,,0.0165,,,,,,0.0034,,,,,,0.0132,,
,,,0.0016,,,,,,3.238,,,,,,0.007,,,,,,0.0005,,
,,,0.7485,,,,,,0.3933,,,,,,0.3668,,,,,,0.0145,,
,,,1.4584,,,,,,0.4165,,,,,,0.1077,,,,,,0.0157,,
,,,1.8953,,,,,,0.0365,,,,,,0.0383,,,,,,0.0016,,
,,,0.0007,,,,,,0.168,,,,,,0.18,,,,,,0.461,,
,,,0.4016,,,,,,2.1939,,,,,,0.0135,,,,,,0.0006,,
,,,0.3497,,,,,,0.4699,,,,,,0.336,,,,,,0.4638,,
,,,1.2196,,,,,,0.0369,,,,,,0.3348,,,,,,0.2888,,
,,,3.3964,,,,,,1.133,,,,,,0.1956,,,,,,0.0174,,
,,,0.0048,,,,,,0.0193,,,,,,0.3126,,,,,,0.0268,,
,,,0.3995,,,,,,0.0327,,,,,,0.0387,,,,,,0.0598,,
,,,0.3805,,,,,,10.4542,,,,,,0.0124,,,,,,0.0112,,
,,,1.3007,,,,,,0.167,,,,,,0.0101,,,,,,0.0388,,
,,,0.1791,,,,,,1.1292,,,,,,0.0071,,,,,,0.0019,,
,,,0.3448,,,,,,0.166,,,,,,0.368,,,,,,0.0704,,
,,,1.4807,,,,,,0.8356,,,,,,0.338,,,,,,0.0118,,
,,,2.3634,,,,,,0.0337,,,,,,0.3311,,,,,,0.0112,,
,,,0.0002,,,,,,0.1875,,,,,,1.2512,,,,,,0.0139,,
,,,5.9405,,,,,,0.0933,,,,,,0.0373,,,,,,0.471,,
,,,1.4803,,,,,,10.4266,,,,,,0.0374,,,,,,0.0737,,
,,,1.247,,,,,,0.4607,,,,,,0.172,,,,,,0.0003,,
,,,0.4127,,,,,,0.109,,,,,,0.0067,,,,,,0.0239,,
,,,0.1275,,,,,,0.0009,,,,,,0.3353,,,,,,0.0017,,
,,,6.1385,,,,,,0.3946,,,,,,0.012,,,,,,0.0131,,
,,,0.2777,,,,,,0.1791,,,,,,0.2534,,,,,,0.035,,
,,,0.0044,,,,,,0.4022,,,,,,0.0366,,,,,,0.0098,,
,,,0.3655,,,,,,0.768,,,,,,0.0366,,,,,,0.02,,
,,,0.0016,,,,,,0.324,,,,,,0.1054,,,,,,0.0156,,
,,,2.5377,,,,,,2.1578,,,,,,0.0061,,,,,,0.0003,,
,,,0.4136,,,,,,0.8359,,,,,,0.0122,,,,,,0.0628,,
,,,0.3226,,,,,,0.3929,,,,,,0.251,,,,,,0.012,,
,,,2.5821,,,,,,0.0319,,,,,,0.1795,,,,,,0.0184,,
,,,0.3466,,,,,,1.1336,,,,,,0.0254,,,,,,0.0522,,
,,,0.8113,,,,,,0.2422,,,,,,0.154,,,,,,0.0182,,
,,,0.2751,,,,,,0.5212,,,,,,1.4306,,,,,,0.0032,,
,,,0.0014,,,,,,0.0113,,,,,,0.0088,,,,,,0.0107,,
,,,5.9389,,,,,,0.8304,,,,,,0.026,,,,,,0.0146,,
,,,0.7205,,,,,,10.227,,,,,,0.3763,,,,,,0.0074,,
,,,0.4153,,,,,,0.4133,,,,,,0.008,,,,,,0.0069,,
,,,0.3182,,,,,,0.0309,,,,,,0.0105,,,,,,0.0128,,
,,,0.318,,,,,,0.3842,,,,,,0.0237,,,,,,0.0302,,
,,,1.2113,,,,,,0.4136,,,,,,0.3683,,,,,,0.0753,,
,,,0.3204,,,,,,0.0364,,,,,,0.3177,,,,,,0.0336,,
,,,0.6286,,,,,,0.1203,,,,,,0.3384,,,,,,0.1534,,
,,,0.6555,,,,,,0.1637,,,,,,0.0378,,,,,,0.0019,,
,,,0.0022,,,,,,0.3115,,,,,,0.2881,,,,,,0.0062,,
,,,0.3189,,,,,,0.0303,,,,,,0.0869,,,,,,0.0172,,
,,,0.3454,,,,,,0.1662,,,,,,0.3366,,,,,,0.0507,,
,,,0.3218,,,,,,0.1974,,,,,,0.097,,,,,,0.3897,,
,,,0.1542,,,,,,0.2206,,,,,,0.2576,,,,,,0.0149,,
,,,0.5057,,,,,,0.8354,,,,,,0.0047,,,,,,0.0007,,
,,,0.0027,,,,,,0.5279,,,,,,0.296,,,,,,0.0121,,
,,,0.2753,,,,,,1.1234,,,,,,0.0265,,,,,,0.0354,,
,,,0.3042,,,,,,2.1625,,,,,,0.0729,,,,,,0.0532,,
,,,1.3924,,,,,,2.1438,,,,,,0.0353,,,,,,0.0134,,
,,,0.0009,,,,,,2.0845,,,,,,0.0014,,,,,,0.0114,,
,,,0.3221,,,,,,0.2136,,,,,,0.3904,,,,,,0.1601,,
,,,1.0492,,,,,,0.1924,,,,,,0.1409,,,,,,0.4562,,
,,,0.003,,,,,,2.0733,,,,,,2.5332,,,,,,0.0009,,
,,,0,,,,,,0.836,,,,,,0.125,,,,,,0.3189,,
,,,0.3235,,,,,,0.4132,,,,,,1.5136,,,,,,0.0035,,
,,,0.1462,,,,,,0.4154,,,,,,0.3714,,,,,,0.0121,,
,,,1.2125,,,,,,1.7982,,,,,,0.1092,,,,,,0.0147,,
,,,0.3217,,,,,,1.1276,,,,,,0.5776,,,,,,0.0498,,
,,,0.1384,,,,,,0.3915,,,,,,0.0371,,,,,,0,,
,,,0.1736,,,,,,0.0186,,,,,,0.3365,,,,,,0.0013,,
,,,1.066,,,,,,2.1531,,,,,,0.338,,,,,,0.0091,,
,,,3.3962,,,,,,1.5144,,,,,,0.2802,,,,,,0.1873,,
,,,1.5913,,,,,,1.1326,,,,,,0.0088,,,,,,0.0118,,
,,,0.2852,,,,,,0.1225,,,,,,0.0125,,,,,,0.0023,,
,,,1.2145,,,,,,0.0112,,,,,,2.5005,,,,,,0.0172,,
,,,0.2683,,,,,,0.0353,,,,,,0.026,,,,,,0.0094,,
,,,0.3208,,,,,,0.3082,,,,,,0.0136,,,,,,0.0007,,
,,,1.5114,,,,,,0.0342,,,,,,0.0246,,,,,,0.3121,,
,,,0.5557,,,,,,0.1787,,,,,,1.0707,,,,,,0.0008,,
,,,1.4787,,,,,,0.0122,,,,,,0.0052,,,,,,0.0158,,
,,,3.4075,,,,,,0.1868,,,,,,1.5173,,,,,,0.0546,,
,,,0.1667,,,,,,0.0765,,,,,,0.0069,,,,,,0.3864,,
,,,0.6781,,,,,,0.3136,,,,,,0.2301,,,,,,0.0042,,
,,,1.0696,,,,,,3.5715,,,,,,0.0217,,,,,,0.0426,,
,,,0.2289,,,,,,0.0928,,,,,,0.2988,,,,,,0.0103,,
,,,0.3199,,,,,,0.6461,,,,,,0.3365,,,,,,0.0019,,
,,,0.0044,,,,,,0.3846,,,,,,2.5369,,,,,,0.0023,,
,,,0.3735,,,,,,3.2622,,,,,,0.0137,,,,,,0.1687,,
,,,0.0335,,,,,,0.5477,,,,,,0.0103,,,,,,0.0028,,
,,,0.6829,,,,,,6.1812,,,,,,0.0796,,,,,,0.0022,,
,,,0.3231,,,,,,0.4033,,,,,,0.2993,,,,,,0.0237,,
,,,0.6402,,,,,,0.3852,,,,,,0.1039,,,,,,0.1302,,
,,,1.4773,,,,,,0.3882,,,,,,0.2582,,,,,,0.2676,,
,,,0.9016,,,,,,2.0721,,,,,,0.003,,,,,,0.0079,,
,,,0.0031,,,,,,2.231,,,,,,0.7277,,,,,,0.0724,,
,,,3.3945,,,,,,0.4035,,,,,,0.2406,,,,,,0.0065,,
,,,0.8111,,,,,,0.3819,,,,,,0.331,,,,,,0.0062,,
,,,0.0006,,,,,,0.0734,,,,,,0.3389,,,,,,0.0142,,
,,,2.5656,,,,,,0.412,,,,,,0.0248,,,,,,0.0011,,
,,,0.0014,,,,,,0.4132,,,,,,0.0116,,,,,,0.4049,,
,,,0.2771,,,,,,0.8298,,,,,,0.5748,,,,,,0.0025,,
,,,1.4827,,,,,,0.0386,,,,,,0.0212,,,,,,0.3122,,
,,,0.345,,,,,,0.4117,,,,,,0.0114,,,,,,0.0004,,
,,,0.0047,,,,,,6.2088,,,,,,0.0247,,,,,,0.0322,,
,,,2.6237,,,,,,1.6627,,,,,,2.5314,,,,,,0.398,,
,,,0.0446,,,,,,0.0296,,,,,,0.2632,,,,,,0.0072,,
,,,0.2192,,,,,,0.3144,,,,,,1.2327,,,,,,0.287,,
,,,0.3944,,,,,,0.8354,,,,,,1.5346,,,,,,0.0007,,
,,,3.4094,,,,,,10.4104,,,,,,0.366,,,,,,0.0078,,
,,,0.3461,,,,,,1.1279,,,,,,0.0334,,,,,,0.0015,,
,,,0.3922,,,,,,0.1645,,,,,,0.2592,,,,,,0.0129,,
,,,0.025,,,,,,0.2069,,,,,,1.0853,,,,,,0.0024,,
,,,1.4712,,,,,,0.1626,,,,,,0.7404,,,,,,0.012,,
,,,0.3247,,,,,,0.83,,,,,,0.3352,,,,,,0.1581,,
,,,6.1416,,,,,,0.0353,,,,,,0.0075,,,,,,0.0063,,
,,,0.3447,,,,,,0.0736,,,,,,0.2967,,,,,,0.0026,,
,,,3.3587,,,,,,0.8355,,,,,,0.0265,,,,,,0.0023,,
,,,0.6329,,,,,,0.0748,,,,,,0.0128,,,,,,0.0088,,
,,,1.2983,,,,,,0.0881,,,,,,0.289,,,,,,0.0099,,
,,,0.1596,,,,,,0.033,,,,,,0.3656,,,,,,0.4558,,
,,,0.0013,,,,,,6.2621,,,,,,0.0068,,,,,,0.0076,,
,,,3.4476,,,,,,2.1469,,,,,,0.2596,,,,,,0.0199,,
,,,1.2161,,,,,,0.5294,,,,,,0.1409,,,,,,0.0083,,
,,,0.3215,,,,,,6.0923,,,,,,0.3898,,,,,,0.0019,,
,,,0.321,,,,,,1.244,,,,,,1.1181,,,,,,0.0053,,
,,,0.6411,,,,,,0.4032,,,,,,0.2564,,,,,,0.0755,,
,,,2.589,,,,,,0.0058,,,,,,0.041,,,,,,0.0322,,
,,,0.2786,,,,,,3.5652,,,,,,0.0255,,,,,,0.4311,,
,,,3.4743,,,,,,0.0054,,,,,,0.0435,,,,,,0.0114,,
,,,0.0004,,,,,,0.1651,,,,,,0.0052,,,,,,0.3807,,
,,,0.4167,,,,,,0.0087,,,,,,0.3279,,,,,,0.0051,,
,,,1.7369,,,,,,0.2058,,,,,,0.2568,,,,,,0.0416,,
,,,0.6459,,,,,,0.1695,,,,,,0.2586,,,,,,0.0105,,
,,,3.4605,,,,,,2.2437,,,,,,0.0123,,,,,,0.0079,,
,,,0.3216,,,,,,2.0949,,,,,,0.2198,,,,,,0.0127,,
,,,5.9757,,,,,,0.3411,,,,,,0.2883,,,,,,0.0002,,
,,,5.9245,,,,,,0.0246,,,,,,0.3372,,,,,,0.1774,,
,,,0.2756,,,,,,1.1716,,,,,,0.0879,,,,,,0.0096,,
,,,0.1402,,,,,,0.2303,,,,,,0.0219,,,,,,0.0004,,
,,,0.7467,,,,,,0.0296,,,,,,0.2265,,,,,,0.0101,,
,,,0.3227,,,,,,0.1264,,,,,,0.3221,,,,,,0.031,,
,,,0.3215,,,,,,0.3805,,,,,,0.0054,,,,,,0.1886,,
,,,0.1274,,,,,,0.0269,,,,,,0.1255,,,,,,0.028,,
,,,6.1448,,,,,,0.0067,,,,,,0.3695,,,,,,0.0188,,
,,,0.3459,,,,,,0.952,,,,,,2.7451,,,,,,0.0077,,
,,,0.3755,,,,,,0.6445,,,,,,0.3172,,,,,,0.0078,,
,,,0.5154,,,,,,6.215,,,,,,1.2928,,,,,,0.0095,,
,,,0.3208,,,,,,0.0946,,,,,,0.3379,,,,,,0.001,,
,,,0.4228,,,,,,0.157,,,,,,0.5751,,,,,,0.0081,,
,,,0.3255,,,,,,0.4654,,,,,,0.0235,,,,,,0.0714,,
,,,0.4294,,,,,,0.0031,,,,,,1.3094,,,,,,0.0089,,
,,,0.1396,,,,,,0.1635,,,,,,0.2599,,,,,,0.0166,,
,,,0.0277,,,,,,0.683,,,,,,2.5591,,,,,,0.0002,,
,,,1.2172,,,,,,6.0658,,,,,,0.1303,,,,,,0.008,,
,,,0.0003,,,,,,0.0023,,,,,,0.0112,,,,,,0.0016,,
,,,6.0999,,,,,,0.8359,,,,,,0.0384,,,,,,0.0011,,
,,,0.5214,,,,,,0.4886,,,,,,0.2576,,,,,,0.016,,
,,,6.1145,,,,,,0.0079,,,,,,1.1314,,,,,,0.0008,,
,,,0.6391,,,,,,0.2004,,,,,,0.3164,,,,,,0.0032,,
,,,0.2788,,,,,,0.4033,,,,,,0.0781,,,,,,0.0002,,
,,,1.2131,,,,,,0.3406,,,,,,0.0224,,,,,,0.0009,,
,,,1.4683,,,,,,0.0954,,,,,,1.5271,,,,,,0.0307,,
,,,0.1321,,,,,,0.8302,,,,,,0.0358,,,,,,0.0061,,
,,,0.3206,,,,,,0.8359,,,,,,2.7195,,,,,,0.0004,,
,,,0.3188,,,,,,0.4042,,,,,,0.7351,,,,,,0.0151,,
,,,0.0037,,,,,,0.0362,,,,,,0.3223,,,,,,0.0166,,
,,,0.0041,,,,,,2.2898,,,,,,0.1441,,,,,,0.0158,,
,,,0.3452,,,,,,0.0305,,,,,,0.5873,,,,,,0.0389,,
,,,0.2051,,,,,,0.8299,,,,,,0.0249,,,,,,0.4634,,
,,,0.8109,,,,,,1.1303,,,,,,0.3392,,,,,,0.0008,,
,,,0.3174,,,,,,2.1088,,,,,,0.7204,,,,,,0.0008,,
,,,3.4295,,,,,,0.4141,,,,,,0.3862,,,,,,0.0044,,
,,,0.0023,,,,,,0.3071,,,,,,0.1242,,,,,,0.0016,,
,,,0.1144,,,,,,0.1916,,,,,,0.1194,,,,,,0.0182,,
,,,0.393,,,,,,0.3019,,,,,,0.0247,,,,,,0.0038,,
,,,0.2237,,,,,,2.0904,,,,,,0.0913,,,,,,0.0082,,
,,,1.0515,,,,,,2.1739,,,,,,0.2943,,,,,,0.0589,,
,,,1.5128,,,,,,2.2938,,,,,,0.0097,,,,,,0.0091,,
,,,0.4279,,,,,,0.0214,,,,,,0.0814,,,,,,0.0336,,
,,,0.0007,,,,,,0.0345,,,,,,0.588,,,,,,0.0023,,
,,,0.4097,,,,,,0.0219,,,,,,0.2073,,,,,,0.0643,,
,,,0.3211,,,,,,0.0352,,,,,,0.6972,,,,,,0.0132,,
,,,3.4148,,,,,,0.3849,,,,,,0.3366,,,,,,0.2763,,
,,,0.3448,,,,,,1.1394,,,,,,0.3371,,,,,,0.0104,,
,,,0.1374,,,,,,6.2739,,,,,,1.0881,,,,,,0.0507,,
,,,1.4628,,,,,,3.1948,,,,,,0.0242,,,,,,0.0173,,
,,,1.2135,,,,,,0.0752,,,,,,0.2624,,,,,,0.0538,,
,,,3.3894,,,,,,0.3961,,,,,,0.3512,,,,,,0.0097,,
,,,1.3031,,,,,,0.5356,,,,,,1.0706,,,,,,0.0208,,
,,,0.0001,,,,,,1.0013,,,,,,0.3368,,,,,,0.0174,,
,,,0.3445,,,,,,0.4529,,,,,,0.6687,,,,,,0.0158,,
,,,0.7526,,,,,,1.134,,,,,,0.1766,,,,,,0.2869,,
,,,5.9616,,,,,,0.4015,,,,,,0.2612,,,,,,0.0012,,
,,,5.9987,,,,,,0.4134,,,,,,0.1134,,,,,,0.0408,,
,,,0.2888,,,,,,0.175,,,,,,1.2811,,,,,,0.0037,,
,,,3.5043,,,,,,0.1164,,,,,,0.2605,,,,,,0.0003,,
,,,1.2096,,,,,,0.3411,,,,,,0.0862,,,,,,0.3054,,
,,,0.0006,,,,,,0.0951,,,,,,0.0249,,,,,,0.2786,,
,,,0.1446,,,,,,0.0769,,,,,,0.371,,,,,,0.0118,,
,,,0.0046,,,,,,3.2922,,,,,,0.0246,,,,,,0.0007,,
,,,0.1148,,,,,,0.0204,,,,,,0.14,,,,,,0.0094,,
,,,0.3467,,,,,,0.6368,,,,,,0.3379,,,,,,0.0328,,
,,,6.1258,,,,,,10.4587,,,,,,0.2955,,,,,,0.012,,
,,,0.32,,,,,,0.4034,,,,,,0.0163,,,,,,0.1847,,
,,,1.4762,,,,,,0.0336,,,,,,0.0145,,,,,,0.0121,,
,,,0.0389,,,,,,0.3848,,,,,,0.0405,,,,,,0.0191,,
,,,0.0012,,,,,,1.1709,,,,,,0.0095,,,,,,0.1269,,
,,,0.7716,,,,,,0.1621,,,,,,0.3707,,,,,,0.0141,,
,,,1.4604,,,,,,2.1596,,,,,,0.3711,,,,,,0.0833,,
,,,0.2766,,,,,,0.721,,,,,,0.314,,,,,,0.0671,,
,,,0.2971,,,,,,0.0306,,,,,,0.0854,,,,,,0.0193,,
,,,0.343,,,,,,1.1367,,,,,,0.0134,,,,,,0.0833,,
,,,0.1623,,,,,,0.0425,,,,,,0.0981,,,,,,0.0072,,
,,,0.32,,,,,,6.094,,,,,,0.0244,,,,,,0.1997,,
,,,0.4169,,,,,,0.2322,,,,,,0.005,,,,,,0.0024,,
,,,0.0343,,,,,,0.2371,,,,,,0.762,,,,,,0.055,,
,,,3.4519,,,,,,0.83,,,,,,0.572,,,,,,0.2806,,
,,,0.3219,,,,,,1.1647,,,,,,0.3157,,,,,,0.5217,,
,,,0.3666,,,,,,0.0291,,,,,,0.2981,,,,,,0.304,,
,,,0.0766,,,,,,0.1417,,,,,,0.2577,,,,,,0.0306,,
,,,3.4491,,,,,,0.132,,,,,,1.2805,,,,,,0.0342,,
,,,0.5241,,,,,,0.768,,,,,,0.0017,,,,,,0.2839,,
,,,1.2563,,,,,,6.2007,,,,,,0.2601,,,,,,0.0092,,
,,,1.4766,,,,,,0.219,,,,,,0.3367,,,,,,0.0024,,
,,,1.6151,,,,,,0.076,,,,,,0.6943,,,,,,0.2078,,
