N,2N,3N,I2
0.0026,0.0918,0.0553,0.0553
0.0547,0.2049,0.5302,0.0082
0.6752,0.3494,0.1587,0.0192
0.3937,0.2757,0.274,0.2985
0.3176,0.5943,0.4086,0.0847
0.7848,0.1777,0.4196,0.009
1.4538,0.2104,0.0308,0.0901
0.0098,1.1604,0.0227,0.2209
0.8791,1.8736,0.0774,0.0528
0.1602,0.6738,0.4075,0.0574
0.1324,1.941,0.2683,0.0024
0.4556,0.1143,0.0102,0.0523
6.8419,0.0705,0.0557,0.0196
0.7842,0.3192,0.938,0.0023
0.2704,12.5044,0.0942,0.0362
1.5724,0.1475,0.411,0.0138
0.1267,0.7537,0.3632,0.0111
0.394,0.4156,0.0072,0.0579
0.088,0.1486,0.017,0.4186
0.6748,0.5623,0.067,0.0117
0.0746,1.2578,0.2463,0.0123
1.5533,1.1207,0.3353,0.0135
0.2482,0.5978,0.2756,0.3724
0.0463,0.587,0.0444,0.4116
0.7671,0.1471,0.0082,0.0716
0.1097,0.5341,0.0085,0.1698
0.0681,0.529,0.2642,0.0607
0.5803,1.0808,0.265,0.124
0.0185,1.1209,0.9386,0.018
0.2454,0.8403,2.0526,0.0102
0.0031,0.1474,0.966,0.0009
0.2474,0.3128,0.0241,0.3737
0.3942,3.5611,0.058,0.0204
0.0436,1.3142,0.019,0.0092
0.0196,2.4877,0.0083,0.0194
0.0114,0.1067,0.0296,0.2024
0.077,0.3964,0.0691,0.0077
0.2168,0.1367,0.3328,0.0074
1.016,0.1598,0.16,0.0592
1.4795,0.4166,0.083,0.0156
0.0795,0.1472,1.4067,0.0004
0.1311,0.0725,0.2812,0.0058
0.1344,0.4516,0.2999,0.0346
0.0641,0.584,0.2479,0.0099
0.4579,7.2004,0.9595,0.3766
0.5812,1.82,0.411,0.0337
0.0153,0.0696,0.5303,0.0057
0.2031,0.1363,0.0318,0.0858
0.4583,0.5405,0.0202,0.0007
0.1194,0.2506,0.0076,0.0063
0.1196,0.8224,2.0717,0.0017
0.3936,0.344,0.9119,0.0099
0.1583,0.1331,0.048,0.0047
0.2452,0.4295,0.2655,0.0061
0.0662,0.2088,0.9366,0.219
0.0905,0.354,0.2386,0.002
0.4624,0.268,0.4106,0.0501
0.4633,0.2654,0.0353,0.2082
0.1165,0.4175,0.065,0.0026
0.4495,2.8901,0.0921,0.0532
0.2022,0.4631,0.0265,0.0089
0.0034,0.5343,0.0071,0.0277
0.4609,0.4158,0.4213,0.0009
0.0911,0.2027,0.1389,0.0023
0.4573,7.2217,0.4265,0.0281
0.2015,0.2569,0.0789,0.1207
0.0145,1.187,0.2488,0.0076
0.4775,0.2374,0.0561,0.0142
0.0787,3.6624,0.0254,0.018
0.1107,0.5619,0.5495,0.0065
0.283,0.1512,0.1557,0.1746
0.452,0.2182,0.0844,0.0163
0.1143,1.1496,0.2348,0.0559
1.2435,0.5336,0.2965,0.384
0.2685,0.1552,0.5426,0.072
0.2487,0.7613,0.0838,0.0267
0.1012,0.0752,0.0227,0.0131
0.6751,0.7537,0.4205,0.1156
0.1971,0.2656,0.3476,0.1698
0.118,0.633,0.9222,0.014
0.4567,0.2078,0.0488,0.4042
0.2124,1.1203,0.0541,0.0011
3.9,0.7599,0.3507,0.0981
0.2496,0.3324,0.4358,0.1055
0.3942,3.5851,0.2987,0.0308
0.2437,0.1471,0.0537,0.0153
0.0997,1.2028,0.0799,0.0833
0.0003,1.5308,0.0843,0.003
0.2484,0.2426,0.5424,0.007
0.253,0.4292,0.1408,0.0084
0.2003,0.133,1.4312,0.1047
0.0396,0.3959,0.0716,0.012
0.4585,1.7383,0.9438,0.0137
0.0911,0.7237,0.5501,0.0152
0.2485,0.5332,0.1617,0.0905
0.1103,0.2295,0.0265,0.0153
0.0129,0.9303,0.0781,0.0033
0.581,0.3011,0.3689,0.2918
0.7846,1.4915,0.3397,0.0525
0.0153,0.5618,0.2728,0.0623
0.1252,2.4851,0.0284,0.1156
0.0169,2.8974,0.5495,0.3089
0.4593,3.5734,0.5498,0.0062
1.2232,0.7609,0.5494,0.1885
0.2146,1.4457,0.0544,0.0074
0.0427,1.0768,0.0554,0.0121
6.9255,0.6492,1.4309,0.0579
0.048,1.089,0.0264,0.1165
0.0028,1.2764,0.542,0.0736
0.5809,0.7512,0.0643,0.0149
0.0862,0.7611,0.5423,0.0504
0.0992,0.1464,0.9808,0.0859
0.0963,0.7538,0.0533,0.0184
0.4606,1.3926,0.0088,0.01
0.0001,0.5426,0.0545,0.0325
0.0142,0.5352,0.0593,0.0013
0.0921,1.0828,0.0091,0.2762
0.0172,0.7614,0.2719,0.0355
0.054,0.177,0.9631,0.0517
0.0542,0.1401,0.247,0.1319
0.353,3.5917,0.1589,0.1219
0.1223,0.5615,0.0268,0.0083
0.0207,0.039,0.0816,0.0595
0.2516,1.1195,0.5515,0.054
1.5809,0.7523,0.1416,0.0016
1.2084,0.7492,0.1533,0.0098
0.0653,0.1587,0.2432,0.022
0.2461,0.3143,0.0264,0.0199
0.082,0.1477,1.0002,0.0518
0.0113,0.7613,0.0303,0.0267
0.1144,2.9035,0.1583,0.0079
0.3092,2.488,0.9327,0.0091
0.2155,0.1475,0.4221,0.0038
0.0193,0.464,0.5111,0.0005
0.0174,3.162,0.0323,0.116
0.9948,0.2757,0.2404,0.413
0.1176,0.2076,0.1482,0.0612
0.0013,0.5466,0.0721,0.0989
0.1653,0.3073,0.4579,0.0082
0.0609,0.7608,0.0558,0.2206
0.0139,0.5624,1.4058,0.0817
0.2148,0.5264,1.4102,0.0563
0.015,0.5256,0.9137,0.0016
0.2643,0.5935,0.0046,0.2742
0.2145,0.3646,0.0539,0.0003
0.0015,0.5621,0.0233,0.0056
0.1125,1.1172,0.4561,0.1045
0.0035,0.5267,2.0256,0.0309
0.3934,1.4919,0.024,0.0115
0.0151,0.7612,0.0873,0.1331
0.0193,0.5239,0.9494,0.055
0.0885,0.5474,0.9504,0.035
0.3418,3.6572,0.1623,0.0129
1.5489,1.3193,0.9795,0.1622
0.166,0.1635,0.3584,0.0732
0.0929,0.3192,0.2579,0.1317
0.395,0.1671,0.0448,0.0213
1.256,0.0335,0.0881,0.0309
0.4818,0.1862,0.0789,0.2272
0.1998,0.7952,0.0294,0.0212
6.6533,0.0459,0.1292,0.3878
0.1769,0.1413,0.2694,0.0597
1.4782,0.4299,0.0102,0.0091
0.1191,10.2055,0.0049,0.0001
0.0884,1.0864,0.4201,0.0722
0.2555,1.6761,0.01,0.1984
0.2476,0.3647,0.0255,0.0342
0.0137,0.5442,0.4294,0.0737
0.0002,0.7611,0.4103,0.1121
0.2163,3.6512,0.4455,0.0154
0.5811,0.3673,0.3019,0.415
6.6831,0.9058,0.3245,0.0579
0.2164,0.1489,0.0831,0.0012
0.1177,1.0844,0.0875,0.0021
0.0905,0.1713,0.0746,0.1366
1.4968,0.1463,0.3471,0.011
0.4866,10.1643,1.416,0.013
0.4634,0.264,0.5503,0.0226
0.7843,0.1396,0.1566,0.296
0.1735,1.1194,0.2608,0.0386
0.2349,0.586,0.4291,0.061
0.2184,0.2049,0.4228,0.0805
0.2481,0.0825,0.4113,0.2206
0.2187,0.7505,0.4205,0.1766
0.4787,0.1328,0.0539,0.0137
0.7839,0.5441,0.0579,0.0048
0.252,0.5345,0.0579,0.1257
0.0877,0.0757,0.2469,0.0061
0.1181,0.207,0.5432,0.0019
6.7009,0.2303,0.3462,0.0088
0.4631,3.6696,0.2576,0.1197
0.0648,1.7262,0.4336,0.0078
0.2448,0.0227,0.1414,0.0753
0.1041,0.7601,0.0433,0.2265
0.0141,0.1902,0.5445,0.0156
0.1083,0.7611,0.4091,0.0289
0.1005,0.3964,0.0487,0.018
0.103,0.5303,0.0638,0.0129
0.1321,1.4966,0.2756,0.1815
0.1976,0.3031,0.3545,0.3722
0,0.5338,2.0396,0.0463
0.98,1.1444,0.0077,0.3801
0.2486,0.2738,0.1591,0.0145
0.0114,9.9743,0.0044,0.0081
0.4931,0.1332,0.0562,0.0235
6.7214,0.0686,0.1337,0.2999
0.2639,0.0564,0.0058,0.0002
0.0707,3.6014,0.0795,0.0525
0.9042,0.6118,0.2357,0.0067
0.4828,0.4144,0.346,0.0136
1.1967,0.7529,1.4176,0.0045
0.8931,0.1429,0.274,0.0084
0.1263,0.1925,0.0792,0.0828
0.7847,0.0482,0.1579,0.0008
0.6752,1.0854,0.4107,0.0544
0.0156,1.7884,0.2975,0.053
0.7846,6.0246,0.4215,0.0152
0.7839,3.1788,0.3598,0.1207
0.0136,5.8898,0.0066,0.0235
0.4554,0.243,0.2441,0.0196
6.6757,0.5953,0.0235,0.0082
0.0968,0.6479,0.0582,0.0163
1.4713,1.8763,0.3508,0.0062
0.4759,0.1706,0.0589,0.0504
1.4795,3.5716,0.4106,0.0049
0.6747,10.2099,0.4106,0.0036
0.2533,3.1831,0.0592,0.0015
0.3148,0.5972,0.246,0.0707
0.0005,0.0482,0.3485,0.0015
3.8732,0.0507,0.0081,0.0525
0.1009,0.3674,0.0718,0.0789
0,0.6415,0.3488,0.0243
0.4617,0.1487,0.1573,0.0045
0.0605,1.4191,0.5497,0.0004
0.3262,0.1756,0.0282,0.0596
0.3941,0.282,0.1532,0.0599
3.977,0.2561,0.371,0.0184
0.2476,0.6228,0.2979,0.0359
0.7375,0.3655,0.2759,0.1033
0.3948,0.2277,2.0356,0.0273
0.0493,0.4268,0.232,0.0658
0.1599,0.1374,0.2432,0.0162
0.7844,0.0787,0.0227,0.0588
1.1958,0.1291,0.0617,0.0106
0.0154,0.5601,0.5505,0.0203
0.7643,0.1969,0.0538,0.1829
0.2387,0.7609,0.4522,0.0082
1.4754,0.4639,0.0555,0.0139
3.9128,0.5884,0.0094,0.003
0.0176,0.5852,0.0816,0.1284
0.218,0.5816,0.0333,0.1265
0.4798,0.5626,0.0478,0.0198
0.7781,0.7612,2.0421,0.0019
0.2001,1.9911,0.2462,0.0118
1.2108,1.6106,0.2993,0.0093
0.8221,0.2461,0.0388,0.0149
1.5944,0.7605,0.0805,0.009
0.581,0.4163,0.1053,0.0027
0.0166,0.5341,0.2469,0.0053
0.2144,0.6543,0.2742,0.0518
0.0159,0.5916,0.0059,0.0085
0.2777,0.2627,0.0067,0.0013
0.0985,0.7537,0.53,0.1628
1.2442,0.5345,0.0544,0.1716
0.2124,1.4885,0.0088,0.1708
0.3309,0.8866,0.3555,0.0289
0.1175,0.2021,0.0567,0.0095
0.7843,2.4805,0.9291,0.0009
0.0045,0.2915,0.0287,0.0174
0.0197,3.5775,0.0277,0.0301
0.2579,0.2126,0.1565,0.4166
0.3962,0.4286,2.0333,0.0547
0.4885,1.8625,0.2753,0.1358
0.0129,3.5085,0.2388,0.008
0.2768,0.5443,1.4297,0.0138
0.0162,0.0513,0.0266,0.0163
0.1197,0.642,0.0522,0.0086
0.0207,0.0288,0.3476,0.0187
0.0159,0.218,0.0284,0.0558
0.0719,3.4674,0.4091,0.081
0.4868,0.14,1.4185,0.2377
0.5812,0.2992,0.9165,0.0084
0.0022,0.1328,0.9261,0.024
0.0023,0.3777,0.2477,0.0154
0.084,0.0305,0.0816,0.0028
0.014,0.5344,0.513,0.3006
0.1999,0.1349,0.3461,0.0582
0.326,0.2066,0.009,0.0378
3.938,1.4308,0.26,0.0065
0.0943,0.7609,0.3994,0.0746
0.5803,0.1658,0.0493,0.0308
0.0505,0.7228,0.9682,0.0595
1.5605,0.3612,0.025,0.0019
0.2713,0.5344,0.9057,0.164
0.9998,0.1407,0.2464,0.0691
0.9365,2.9016,0.0109,0.0192
0.6749,1.8555,0.1591,0.4145
0.0204,0.0461,0.3012,0.0597
0.1196,0.2021,0.2968,0.0003
0.4872,0.4642,0.5503,0.0519
1.5577,0.614,0.0328,0.0248
0.0156,0.5136,0.5437,0.1159
3.8713,0.277,1.4051,0.0214
0.1745,0.3972,0.0535,0.0155
0.1983,0.1796,0.1356,0.3798
0.2436,0.7244,0.9415,0.0164
0.5794,0.5418,0.4099,0.0523
0.2723,0.2845,0.4198,0.0187
0.0568,3.6681,0.0081,0.0276
1.2495,1.5365,0.0079,0.0131
0.1098,0.1615,0.9635,0.0192
0.2674,0.0968,0.1008,0.0096
3.9778,0.1323,0.0688,0.1195
0.0695,0.0484,0.0981,0.0366
6.9001,3.5667,0.5116,0.0298
0.0664,1.4353,0.4188,0
0.2866,0.8183,0.0357,0.0097
0.2487,0.1433,0.0339,0.0194
0.2155,7.3278,0.9318,0.0135
1.5588,0.8941,0.0073,0.03
0.2487,0.2039,0.3538,0.0009
0.3283,0.7143,0.5171,0.0157
0.0184,1.4929,0.3054,0.002
0.4906,0.7527,0.2745,0.0171
0.0151,0.7604,0.4212,0.0015
0.4633,0.5575,0.3672,0.033
0.2959,1.8516,0.3149,0.0027
0.7878,0.15,0.061,0.0549
0.1088,0.0549,0.031,0.0554
0.2164,0.5438,0.2463,0.0114
0.4653,0.5342,0.0783,0.0512
0.0596,0.8496,0.2667,0.0168
0.2194,0.4353,0.0531,0.0618
0.2481,0.2803,0.1488,0.0776
0.5808,0.3433,0.0555,0.0086
0.0194,0.3067,0.3478,0.0044
0.0789,1.4998,0.0323,0.0008
0.7855,0.375,0.4087,0.1902
0.4636,1.4933,0.4083,0.2345
1.2079,1.2569,0.053,0.0195
0.8501,0.5454,0.2474,0.0103
0.0613,1.3461,0.3668,0.3866
0.0743,3.1694,0.0328,0.0336
0.3487,0.07,0.4203,0.0255
0.7248,0.4283,0.2328,0.0149
0.1076,0.5215,0.0093,0.074
0.1641,1.6936,0.0086,0.0031
0.8889,0.798,1.4102,0.0025
0.0122,0.5358,0.4064,0.4135
0.4573,1.1235,0.4096,0.0771
0.6751,0.3536,0.0444,0.0141
0.4607,0.3301,0.0535,0.2873
0.3948,0.1467,0.1374,0.0085
0.3926,0.1187,0.3538,0.008
0.2152,0.1597,0.0816,0.0062
0.4626,0.3346,0.0089,0.4065
0.0018,0.3013,0.0845,0.0531
0.2574,0.7602,0.3506,0.0025
0.6743,0.7894,0.9776,0.0033
0.4755,0.2493,0.2508,0.4175
0.0005,1.0881,0.5419,0.224
1.0093,0.2778,0.4269,0.0026
1.2492,0.2248,0.0542,0.0012
0.7684,1.1944,0.3001,0.0946
0.4662,0.3198,0.3795,0.0262
0.0632,0.2804,0.1488,0.0164
0.7566,0.3513,1.4294,0.0031
0.2,9.9875,0.0137,0.0017
0.2242,0.6166,0.4102,0.0176
0.4899,0.13,0.0227,0.0691
0.4602,0.278,0.1489,0.0016
0.8531,0.1678,0.0084,0.1069
0.785,1.8416,0.1659,0.0109
1.5377,0.0582,0.1348,0.0068
0.0069,0.7526,0.1572,0.0015
0.1984,3.6384,0.2802,0.0796
0.0056,0.1486,0.9785,0.028
1.5121,0.5278,0.0214,0.0368
0.0794,0.1296,0.5509,0.0531
0.4603,7.3988,0.1392,0.0171
0.4934,0.5409,0.083,0.0043
0.0165,0.1485,1.4244,0.0278
0.01,0.2484,0.3689,0.1606
0.092,0.3134,0.3523,0.0602
0.2515,1.2438,0.0428,0.0038
1.0091,0.5336,0.0089,0.0026
0.0313,3.1676,0.052,0.0713
0.4573,1.8849,0.0348,0.0372
0.0029,2.4846,0.9795,0.0023
0.0834,0.0504,0.0073,0.0003
1.5525,1.1183,0.0079,0.0545
0.0901,1.8887,0.2708,0.0325
1.5478,0.526,0.2487,0.0014
0.0363,3.6608,0.0799,0.0033
0.394,3.5996,0.1567,0.0708
0.58,0.0613,0.5423,0.0028
1.558,0.3765,0.5237,0.3716
0.1077,10.2215,0.4289,0.0034
0.9613,0.7219,0.1264,0.0122
1.1898,0.5628,0.0097,0.0081
0.396,2.4749,0.1333,0.0024
0.5806,0.1365,0.4561,0.0002
3.9325,0.5892,0.5324,0.0097
0.001,0.5957,0.5435,0.0547
0.3158,0.8281,0.2687,0.4073
0.0309,5.9195,0.1582,0.0661
0.0309,0.0737,0.0096,0.1092
0.0168,0.2079,0.9593,0.0093
3.906,0.1333,0.3482,0.0038
0.3942,1.4983,0.0115,0.0115
0.1556,0.1801,0.0047,0.0161
1.0014,0.0707,0.5421,0.057
0.0019,0.5257,0.0446,0.0173
0.1106,0.3961,0.9277,0.0048
0.2414,3.6666,0.0092,0.0191
0.0045,0.3351,0.0491,0.3892
0.2436,0.2562,0.9658,0.0991
0.1146,1.8496,0.0049,0.0877
0.1184,0.8281,0.0701,0.0545
0.1161,0.0557,0.267,0.0502
0.4608,0.4136,0.3448,0.0012
0.1031,2.0255,0.0937,0.008
0.0868,0.7809,0.2677,0.112
0.4605,0.4663,0.0243,0.2354
1.0188,0.1574,0.0178,0.0144
0.3543,0.5932,0.0225,0.0005
0.0206,0.366,0.0833,0.0099
0.1997,0.1428,0.0554,0.0355
0.0751,0.1454,0.064,0.2234
0.0145,7.4957,0.341,0.1191
0.0134,0.1262,0.9646,0.1177
0.0134,0.7507,0.0431,0.0519
0.0175,0.9213,0.0526,0.0138
0.2495,0.303,0.0559,0.0117
0.1273,0.2041,0.0559,0.0163
0.3311,12.4749,0.0077,0.1643
0.1006,0.4257,0.5328,0.0089
0.2138,0.7502,0.0537,0.2088
0.0119,1.085,0.2454,0.009
0.2013,0.2876,0.9131,0.1099
0.1213,0.2181,0.0681,0.0486
0.4853,0.7601,0.3483,0.0144
0.1246,0.5254,0.0735,0.4018
0.0017,0.5946,0.4392,0.03
0.4879,0.7508,0.5494,0.0082
0.2162,0.535,0.3378,0.092
1.1971,0.3969,0.2576,0.0071
0.0139,0.4007,0.5163,0.0934
0.5801,2.4826,0.0848,0.0123
0.7892,0.0262,0.9268,0.0325
0.001,1.1961,0.4668,0.0132
1.4806,12.3934,0.007,0.0014
0.4632,0.3571,0.0814,0.0173
0.0525,0.7614,0.081,0.3729
0.0031,0.5347,0.4203,0.2281
1.5674,0.1467,0.2446,0.0305
0.7847,0.1686,0.0814,0.0027
0.3335,0.1487,0.962,0.1071
0.9898,0.325,0.0384,0.009
1.5803,2.484,0.0542,0.0567
0.2196,0.7604,0.039,0.0097
0.1548,0.0727,0.2729,0.0005
0.249,0.3975,0.0529,0.0002
0.3942,0.3586,0.0051,0.0677
1.5605,0.0743,0.2474,0.0179
0.0914,0.3953,0.0352,0.1647
0.0058,0.545,0.0106,0.0368
0.2484,1.0811,0.0256,0.0571
0.4652,0.0561,0.9269,0.0494
0.4656,0.2548,1.4232,0.0581
0.0679,1.0841,0.1581,0.0145
0.2378,0.2799,0.3731,0.0525
0.5818,10.1517,0.1478,0.0179
1.5828,1.8608,0.2341,0.0622
0.0147,1.8346,0.4107,0.0069
0.7844,0.3469,0.5099,0.0051
0.1998,0.1325,0.0071,0.1139
0.8994,1.0818,0.3594,0.0132
0.0887,0.2997,0.9654,0.0197
0.5802,0.562,0.2661,0.0014
0.0194,3.1688,0.5434,0.0546
0.1262,0.1308,0.0045,0.2943
0.977,0.5994,0.0567,0.0077
0.4865,1.1204,0.1561,0.0051
0.04,2.4923,0.3551,0.0347
0.1591,0.2095,0.153,0.0872
0.0564,0.1333,0.083,0.0337
0.3943,0.4264,0.2753,0.0199
0.0019,0.3101,0.053,0.0156
0.4621,0.8707,0.0707,0.0624
0.2973,0.5969,0.5428,0.0012
0.6745,0.2811,0.0533,0.0025
0.5805,0.3218,0.0862,0.0069
0.0613,0.1481,0.2461,0.4026
0.1013,1.2248,0.2718,0.3803
0.0122,0.5623,0.0088,0.0538
0.0126,10.1917,0.0311,0.0082
0.2482,0.0552,0.0719,0.0046
0.006,0.1503,0.3335,0.0569
0.4557,0.0228,0.4205,0.0165
1.5473,2.203,0.0691,0.0055
1.5811,0.368,0.0276,0.0182
6.8966,0.361,0.9735,0.0085
1.4816,0.1324,0.0079,0.0087
1.016,0.1393,0.0852,0.0088
0.2561,5.941,0.411,0.0204
0.2389,0.7975,0.067,0.052
0.4534,0.3022,0.5427,0.0137
0.58,0.2413,0.4247,0.1759
0.8744,2.0043,0.5318,0.0002
0.4555,0.3656,0.0392,0.0151
0.4541,3.4506,0.1351,0.0433
0.0181,0.1976,0.0548,0.053
0.2746,0.0495,1.4143,0.0573
0.2597,0.6007,0.419,0.0027
1.5544,3.1704,0.0577,0.0021
0.1056,0.3501,0.018,0.0178
0.4881,0.1371,0.9878,0.0004
0.9802,1.2252,0.0251,0.0159
0.055,0.2832,0.0707,0.001
0.058,0.2005,0.9815,0.225
0.0394,0.5615,0.5492,0.0065
0.005,2.4843,0.073,0.0107
0.0738,0.5433,0.5427,0.055
0.2512,0.3056,0.0913,0.1054
0.0568,0.5452,0.024,0.0235
0.6746,0.2118,0.0078,0.173
0.0926,0.7539,0.1629,0.0526
0.1692,0.0331,1.4173,0.0053
0.4625,0.597,0.036,0.0385
0.4875,0.7614,0.0577,0.3349
0.0841,0.1809,0.005,0.0001
0.0009,0.5931,0.0359,0.0382
0.2542,0.2098,0.0084,0.0067
0.3067,0.5248,0.0775,0.0577
0.0247,0.1338,0.9553,0.0524
0.3188,1.8833,0.0077,0.1658
0.1126,0.7524,0.009,0.0122
3.8756,3.1834,0.0037,0.0115
0.0386,0.4238,0.2438,0.1119
0.2396,3.1754,0.1293,0.0541
0.461,1.4996,0.0234,0.0965
0.2144,0.7527,0.9479,0.0007
0.0585,0.4257,0.0281,0.0072
0.5811,0.151,0.8969,0.0121
0.0176,1.586,0.5242,0.018
0.6747,0.0452,0.3472,0.003
0.1755,0.2805,0.5514,0.0214
0.0004,2.1319,0.1364,0.2322
0.2161,3.4866,0.0047,0.0155
0.3453,0.0804,0.2197,0.0329
0.0992,1.0376,0.5163,0.1697
1.4754,0.5179,0.4103,0.0386
0.99,0.2855,0.1576,0.2259
0.008,0.8744,0.2753,0.214
0.2418,1.236,0.9982,0.011
0.0322,0.5335,0.0043,0.074
0.2153,1.5599,0.2678,0
0.2484,3.1776,0.35,0.0016
0.0457,0.4143,0.5427,0.0001
0.1058,0.5617,0.0549,0.0108
0.8602,0.5204,0.5131,0.0138
1.2105,0.5307,0.8924,0.0086
0.0425,0.2036,1.4144,0.0541
0.2012,1.4166,0.1591,0.0065
0.0012,1.0855,0.0245,0.0097
3.8926,9.9754,0.4102,0.0335
0.0852,0.6303,0.08,0.0482
0.0181,3.1545,0.0097,0.059
0.0799,0.5451,0.0998,0.0576
0.1738,0.1324,0.0328,0.0061
0.7841,7.2155,0.1318,0.0936
0.0698,10.1769,0.1373,0.099
0.0126,0.7616,0.2407,0.0134
0.0003,0.9076,2.0478,0.0179
1.5649,1.4755,0.0559,0.0468
0.6744,0.5324,0.0817,0.0512
0.49,0.395,0.9987,0.0106
0.5806,0.6299,0.935,0.0852
0.0018,0.5931,0.4099,0.021
6.895,0.1488,0.3752,0.3733
0.0049,0.1256,0.0604,0.0002
0.1169,0.5339,0.514,0.0111
0.0513,0.5334,0.1564,0.0005
3.8893,0.2196,0.0932,0.3028
0.2782,0.2106,2.0551,0.0027
3.9387,0.2817,0.2696,0.0015
0.0635,1.4985,0.9097,0.0319
0.7844,6.117,1.418,0.0064
0.0864,0.3529,0.0266,0.0009
1.0249,0.0383,0.3274,0.0105
0.0105,3.5804,0.9733,0.0868
0.2708,0.5596,0.0566,0.0235
0.9632,1.4993,0.1497,0.3794
0.0004,1.5405,0.0049,0.1754
0.1142,6.113,0.0087,0.0128
0.3492,0.3964,0.0567,0.0155
0.7093,0.7541,0.0285,0.4164
0.4652,0.0154,0.0274,0.0091
0.0592,0.1896,0.055,0.0137
0.1984,0.3559,0.0089,0.416
0.8632,3.6611,1.4034,0.0006
0.0886,0.3472,0.0569,0.0572
0.012,1.4886,0.0231,0.055
0.0544,0.0724,0.0602,0.0005
0.4913,6.0302,0.0522,0.3096
0.4667,0.3595,0.9752,0.179
0.4552,0.8278,0.1538,0.1132
0.8989,2.8922,0.0681,0.0002
0.0243,0.2454,0.4522,0.0138
0.395,0.3707,0.3335,0.0012
0.394,0.9927,2.0639,0.0177
0.0041,0.3118,0.1498,0.0547
0.7848,0.2802,0.2792,0.3056
0.096,0.3981,0.0065,0.0036
0.4905,0.5943,0.0098,0.0615
0.4889,0.133,0.0979,0.0025
0.1789,0.3965,0.2418,0.0568
0.1251,0.4799,0.0053,0.0008
0.0109,1.4923,0.023,0.0001
0.0115,0.2799,0.1541,0.0854
0.055,0.0338,0.4214,0.0168
0.4596,0.7609,0.0308,0.0795
1.5594,0.1692,0.0555,0.0109
0.5793,3.5842,0.4467,0.11
0.4584,0.4141,0.4203,0.0552
0.095,0.4278,1.4365,0.001
0.0183,0.2365,0.0517,0.0302
0.4876,0.2856,0.055,0.1233
0.0918,0.203,0.5501,0.0001
0.0001,0.0524,0.928,0.0093
0.0908,0.5346,0.4455,0.1269
0.0149,0.7536,0.4122,0.2946
0.2492,0.1334,0.0597,0.0072
0.104,0.1478,0.1041,0.0151
0.2552,0.2792,0.021,0.0764
0.1185,0.2801,0.0566,0.0137
0.0167,0.3979,0.9553,0.0135
0.7361,0.4153,0.9353,0.1168
0.0162,0.2152,0.2593,0.0391
0.4607,0.3424,0.0581,0.3831
0.2019,0.5488,0.017,0.0122
0.1105,1.1994,0.5308,0.0086
0.486,0.307,0.3474,0.0879
0.0121,3.6728,0.2468,0.0338
0.0061,0.0294,0.009,0.0536
0.4511,0.5916,0.2669,0.0045
1.2561,3.4903,0.0936,0.0087
0.0026,0.0318,0.056,0.0137
0.3936,0.4331,0.0301,0.0577
0.2488,0.1313,0.3471,0.0016
1.5713,0.2794,0.2405,0.0127
0.2361,0.3545,0.1464,0.0457
0.0823,0.177,0.9401,0.0735
0.0124,0.7527,0.5342,0.0016
0.7846,0.2247,0.249,0.0395
0.7897,2.8841,0.0529,0.0175
0.6741,0.1487,0.06,0.0506
0.1137,1.0079,0.1516,0.0568
0.458,9.908,0.1596,0.0024
0.6746,5.9341,0.2438,0.0199
0.4508,0.4311,0.2312,0.0011
0.0463,0.7523,0.0813,0.0085
0.8653,0.8138,0.9376,0.0302
0.2011,0.5336,0.4269,0.0546
0.7521,0.9032,0.0036,0.3825
0.6739,2.8939,0.0226,0.0192
0.0529,0.2667,1.4011,0.3231
0.7397,0.5404,0.2407,0.0065
0.0309,0.7535,0.299,0.0836
0.1683,0.338,0.0553,0.1763
0.002,0.0504,0.0588,0.0009
0.2981,0.0745,0.0375,0.0081
0.3095,0.4297,0.0895,0.0533
0.3335,0.348,0.0045,0.0123
1.5789,0.145,0.3364,0.0515
0.8653,0.8098,0.4487,0.0134
0.2964,0.459,0.0551,0.3092
3.8901,0.3977,0.5425,0.1215
1.5663,6.0391,0.4094,0.3746
0.4658,0.0705,0.9553,0.2471
0.4559,0.0682,0.5423,0.4052
1.5803,0.0328,0.0456,0.0111
0.0072,0.6861,0.0804,0.3718
0.0658,1.0788,0.1569,0.0558
0.0805,0.7612,0.2491,0.0224
0.466,0.073,0.0555,0.0144
0.0688,0.2804,0.245,0.0266
1.0075,0.595,0.2816,0.0163
0.3949,0.1603,0.0092,0.0005
3.8385,3.1721,0.0761,0.1625
0.0984,0.5181,0.0105,0.1253
0.0005,0.3527,0.3467,0.076
0.0153,1.2473,0.1525,0.0171
0.8196,1.6653,0.9622,0.0519
0.2866,0.1457,0.0463,0.051
0.1161,0.2801,0.0283,0.0569
0.0211,7.4078,0.0241,0.0237
0.7846,0.3269,0.1605,0.1003
0.0809,0.232,0.4296,0.0139
0.2961,12.3468,0.1547,0.2883
6.6522,0.1474,0.0102,0.0559
0.4872,0.3964,0.9099,0.0537
0.0858,1.5718,0.5229,0.0359
0.0077,3.4608,0.2466,0.0132
0.0005,0.35,0.5318,0.0178
3.9794,0.0796,0.0255,0.0555
0.0159,0.5434,0.0057,0.009
0.0269,0.4147,0.1582,0.0162
0.079,0.7539,0.1569,0.0115
0.0023,0.753,0.0305,0.0134
0.4858,0.358,2.0581,0.2278
0.062,0.5293,0.4558,0.0175
